cnn,monthly_frequency,frequency_group
5271000,5,5
5272000,5,5
5273000,5,5
5274000,5,5
5275000,5,5
5276000,5,5
5277000,5,5
5278000,5,5
5279000,5,5
5280000,5,5
5281000,5,5
5282000,4,4
5283000,4,4
5284000,4,4
5285000,4,4
5286000,4,4
5287000,4,4
5288000,8,7-8
5289000,6,6
5290000,4,4
5291000,4,4
5292000,4,4
5293000,4,4
5294000,4,4
5295000,4,4
5296000,4,4
5297000,4,4
5298000,4,4
5299000,4,4
5300000,4,4
5301000,4,4
5316000,8,7-8
5317000,8,7-8
5318000,8,7-8
5319000,8,7-8
5320000,8,7-8
5321000,4,4
5322000,4,4
5323000,4,4
5329000,8,7-8
5330101,8,7-8
5330201,4,4
5331101,4,4
5331201,4,4
5332101,4,4
5332201,4,4
5333101,4,4
5333201,4,4
5334000,8,7-8
5335000,8,7-8
5336000,8,7-8
5337000,8,7-8
5338000,8,7-8
5339000,8,7-8
5340000,4,4
5341000,4,4
5344000,3,3
5348000,4,4
5349000,4,4
5350000,4,4
5351000,4,4
5352000,4,4
5353000,4,4
5354000,4,4
5356000,8,7-8
5357000,8,7-8
5358000,4,4
5359000,20,17-20
5360000,8,7-8
5361000,8,7-8
5362000,8,7-8
5363000,8,7-8
5364000,8,7-8
5365000,8,7-8
5366000,8,7-8
5367000,8,7-8
5368000,8,7-8
5369000,8,7-8
5371001,4,4
5371002,4,4
5372102,4,4
5372103,4,4
5372202,4,4
5372203,4,4
5373101,4,4
5373201,4,4
5374000,4,4
5375000,8,7-8
5376000,4,4
5377000,4,4
5381000,4,4
5382000,4,4
5383000,4,4
5384000,4,4
5385000,4,4
5390000,8,7-8
5391000,8,7-8
5392000,8,7-8
5393000,8,7-8
5394000,4,4
5395000,4,4
5396000,4,4
5397000,4,4
5398000,4,4
5404000,4,4
5405000,2,2
5406000,4,4
5407000,4,4
5408000,4,4
5412000,4,4
5413000,4,4
5414000,8,7-8
5415000,8,7-8
5416000,8,7-8
5417000,8,7-8
5418000,8,7-8
5423000,4,4
5424000,4,4
5425000,4,4
5426000,4,4
5427000,4,4
5428000,4,4
5429000,2,2
5430000,2,2
5431000,4,4
5432000,4,4
5433000,4,4
5434000,4,4
5435000,2,2
5439000,20,17-20
5440000,20,17-20
5441000,20,17-20
5442000,8,7-8
5443000,8,7-8
5444000,8,7-8
5445000,8,7-8
5446000,8,7-8
5447000,8,7-8
5448000,8,7-8
5449000,8,7-8
5450000,8,7-8
5451000,8,7-8
5452000,8,7-8
5453000,8,7-8
5454000,8,7-8
5455000,8,7-8
5456000,8,7-8
5457000,8,7-8
5458000,8,7-8
5459000,8,7-8
5460000,8,7-8
5462000,8,7-8
5463000,8,7-8
5464000,8,7-8
5465000,8,7-8
5466000,8,7-8
5467000,8,7-8
5468000,8,7-8
5469000,8,7-8
5470000,8,7-8
5471000,8,7-8
5472000,8,7-8
5473000,8,7-8
5474000,8,7-8
5475000,8,7-8
5476000,8,7-8
5477000,8,7-8
5478000,8,7-8
5479000,8,7-8
5480000,8,7-8
5482000,12,9-12
5483000,12,9-12
5484000,4,4
5485000,4,4
5486000,4,4
5487000,4,4
5515000,4,4
5516000,4,4
5517000,4,4
5518000,4,4
5519000,4,4
5520000,4,4
5521000,4,4
5522000,4,4
5523000,4,4
5524000,4,4
5525000,4,4
5526000,4,4
5527000,4,4
5528000,4,4
5529000,16,13-16
5530000,16,13-16
5531000,16,13-16
5532000,16,13-16
5533000,16,13-16
5534000,16,13-16
5535000,16,13-16
5536000,16,13-16
5537000,16,13-16
5538000,16,13-16
5539000,16,13-16
5540000,16,13-16
5541000,18,17-20
5542000,18,17-20
5543000,18,17-20
5544000,18,17-20
5545000,18,17-20
5546000,18,17-20
5547000,18,17-20
5548000,18,17-20
5549000,18,17-20
5550000,18,17-20
5551000,18,17-20
5552000,18,17-20
5553000,18,17-20
5554000,18,17-20
5555000,18,17-20
5556000,18,17-20
5557000,4,4
5558000,4,4
5559000,4,4
5560000,4,4
5561000,4,4
5562000,12,9-12
5563000,12,9-12
5564000,12,9-12
5565000,12,9-12
5566000,12,9-12
5567000,12,9-12
5568101,2,2
5568201,4,4
5569101,2,2
5569201,4,4
5570101,2,2
5570201,4,4
5571101,2,2
5571201,4,4
5572101,2,2
5572201,4,4
5573000,6,6
5579000,8,7-8
5580000,8,7-8
5587000,8,7-8
5588000,8,7-8
5589000,8,7-8
5597000,8,7-8
5598000,8,7-8
5599000,8,7-8
5600000,8,7-8
5601001,16,13-16
5601002,16,13-16
5602000,8,7-8
5605000,4,4
5606000,4,4
5607000,4,4
5608000,4,4
5609000,4,4
5610000,4,4
5611000,4,4
5612000,4,4
5613000,8,7-8
5615000,8,7-8
5616000,8,7-8
5617000,8,7-8
5618000,8,7-8
5619000,16,13-16
5620000,8,7-8
5621000,8,7-8
5622000,8,7-8
5623000,8,7-8
5624000,8,7-8
5625000,8,7-8
5626000,8,7-8
5627000,8,7-8
5628000,8,7-8
5629000,12,9-12
5630000,8,7-8
5631000,8,7-8
5632000,8,7-8
5633000,8,7-8
5634000,4,4
5635000,4,4
5638001,4,4
5638002,4,4
5639000,4,4
5640000,4,4
5641000,4,4
5642000,4,4
5643000,4,4
5644000,4,4
5645000,4,4
5646000,4,4
5647001,4,4
5647002,4,4
5648000,4,4
5650000,20,17-20
5651000,20,17-20
5652000,20,17-20
5653000,20,17-20
5654000,20,17-20
5655000,20,17-20
5656000,20,17-20
5657000,20,17-20
5658000,20,17-20
5659000,20,17-20
5660000,20,17-20
5661000,20,17-20
5662000,20,17-20
5663000,20,17-20
5664000,20,17-20
5665000,20,17-20
5666000,20,17-20
5667000,20,17-20
5668000,20,17-20
5669000,20,17-20
5670000,20,17-20
5671000,20,17-20
5672000,20,17-20
5673000,20,17-20
5674000,20,17-20
5675000,20,17-20
5676000,20,17-20
5677000,20,17-20
5678000,20,17-20
5679000,20,17-20
5680000,20,17-20
5681000,20,17-20
5682000,20,17-20
5683000,20,17-20
5684000,20,17-20
5685000,20,17-20
5686000,20,17-20
5687000,20,17-20
5688000,20,17-20
5689000,20,17-20
5690000,20,17-20
5691000,20,17-20
5692000,20,17-20
5693000,20,17-20
5694000,20,17-20
5695000,20,17-20
5696000,20,17-20
5697000,20,17-20
5698000,20,17-20
5699000,20,17-20
5700000,20,17-20
5701001,20,17-20
5701002,20,17-20
5702000,8,7-8
5703000,8,7-8
5704000,8,7-8
5705000,8,7-8
5710000,8,7-8
5711000,8,7-8
5712000,8,7-8
5713000,8,7-8
5714000,8,7-8
5715000,8,7-8
5716101,2,2
5716201,2,2
5717101,2,2
5717201,2,2
5718101,2,2
5718201,2,2
5719101,2,2
5719201,2,2
5720101,2,2
5720201,2,2
5721101,2,2
5721201,2,2
5722101,2,2
5722201,2,2
5723101,3,3
5723201,2,2
5724000,8,7-8
5725000,8,7-8
5726000,8,7-8
5727000,4,4
5728000,4,4
5730000,8,7-8
5734000,4,4
5735000,4,4
5736000,4,4
5737000,4,4
5738000,8,7-8
5739000,4,4
5741000,6,6
5743000,8,7-8
5744000,8,7-8
5745000,8,7-8
5746000,8,7-8
5747000,8,7-8
5748000,8,7-8
5749000,8,7-8
5750000,8,7-8
5751000,8,7-8
5753000,8,7-8
5754000,20,17-20
5761000,4,4
5762000,4,4
5763000,4,4
5770000,2,2
5771000,4,4
5772000,4,4
5773000,4,4
5774000,4,4
5775000,4,4
5776000,4,4
5777000,4,4
5778000,4,4
5786000,8,7-8
5787000,8,7-8
5790000,12,9-12
5791000,24,21-28
5792000,4,4
5793000,4,4
5794000,4,4
5795000,20,17-20
5796000,20,17-20
5797000,20,17-20
5798000,20,17-20
5799000,20,17-20
5800000,20,17-20
5801000,20,17-20
5802000,20,17-20
5803000,20,17-20
5804000,20,17-20
5805000,20,17-20
5806000,20,17-20
5807000,20,17-20
5808000,20,17-20
5809000,20,17-20
5810000,8,7-8
5811000,8,7-8
5812000,8,7-8
5813000,8,7-8
5814000,8,7-8
5815000,8,7-8
5816000,8,7-8
5817000,8,7-8
5818000,8,7-8
5819000,8,7-8
5820000,8,7-8
5821000,8,7-8
5822000,8,7-8
5823000,8,7-8
5824000,8,7-8
5825000,8,7-8
5826000,8,7-8
5827000,8,7-8
5828000,8,7-8
5829000,8,7-8
5830000,8,7-8
5831000,8,7-8
5832000,4,4
5833000,4,4
5834000,4,4
5835000,4,4
5836000,4,4
5837000,4,4
5838000,4,4
5839000,4,4
5840000,4,4
5841000,4,4
5845000,8,7-8
5846000,8,7-8
5847000,8,7-8
5848000,8,7-8
5849000,8,7-8
5850000,8,7-8
5851000,8,7-8
5852000,8,7-8
5853000,8,7-8
5854000,8,7-8
5855000,8,7-8
5856000,4,4
5857000,4,4
5860000,20,17-20
5861001,20,17-20
5861002,20,17-20
5862000,20,17-20
5863000,20,17-20
5863001,20,17-20
5864000,8,7-8
5867000,20,17-20
5868000,20,17-20
5869000,20,17-20
5870000,20,17-20
5871000,20,17-20
5872000,20,17-20
5873000,20,17-20
5874000,20,17-20
5875000,20,17-20
5876000,20,17-20
5877000,20,17-20
5879000,4,4
5881000,20,17-20
5882000,20,17-20
5883000,8,7-8
5884000,8,7-8
5885000,8,7-8
5886001,8,7-8
5886002,8,7-8
5887000,8,7-8
5888000,8,7-8
5889000,8,7-8
5890000,8,7-8
5891000,8,7-8
5892000,8,7-8
5893000,8,7-8
5894000,8,7-8
5895000,8,7-8
5896000,8,7-8
5897000,8,7-8
5898000,8,7-8
5899000,8,7-8
5900000,8,7-8
5901000,8,7-8
5902000,8,7-8
5903000,8,7-8
5904000,8,7-8
5905000,8,7-8
5906000,8,7-8
5907000,5,5
5908000,5,5
5909000,5,5
5910000,5,5
5911000,5,5
5912000,5,5
5913000,5,5
5914000,5,5
5915000,5,5
5916000,5,5
5917000,5,5
5918000,5,5
5919000,7,7-8
5920000,7,7-8
5921000,5,5
5922000,5,5
5923000,5,5
5924000,5,5
5925000,5,5
5926000,5,5
5927000,5,5
5928000,5,5
5929000,5,5
5930000,5,5
5931000,5,5
5932000,5,5
5933000,5,5
5934000,5,5
5935000,5,5
5936000,5,5
5937000,5,5
5938000,5,5
5939000,5,5
5940000,5,5
5941000,5,5
5942000,5,5
5943000,5,5
5944000,5,5
5945000,5,5
5946000,5,5
5947000,5,5
5948000,5,5
5949000,5,5
5950000,5,5
5951000,5,5
5952000,5,5
5953000,5,5
5954000,5,5
5955000,5,5
5956000,5,5
5957000,2,2
5958000,4,4
5959000,4,4
5960000,4,4
5961000,4,4
5962000,4,4
5963000,4,4
5964000,4,4
5965000,4,4
5966000,4,4
5967000,4,4
5968000,4,4
5969000,4,4
5970000,4,4
5971000,4,4
5972000,4,4
5973000,4,4
5974000,4,4
5975000,4,4
5976000,4,4
5977000,4,4
5978000,4,4
5979000,4,4
5981000,20,17-20
5985000,8,7-8
5986000,8,7-8
5987000,8,7-8
5989000,8,7-8
5990000,8,7-8
5991000,8,7-8
5992000,8,7-8
5993000,4,4
5994000,4,4
5995000,4,4
5996000,4,4
5997000,4,4
5999000,4,4
6000101,2,2
6000102,2,2
6000103,2,2
6000201,2,2
6000202,2,2
6001000,4,4
6003000,4,4
6004000,4,4
6005000,4,4
6006000,4,4
6007000,4,4
6008000,4,4
6009000,4,4
6010000,4,4
6011000,4,4
6012000,4,4
6013000,4,4
6014000,4,4
6015000,4,4
6016101,8,7-8
6016201,8,7-8
6017101,8,7-8
6017201,8,7-8
6018000,8,7-8
6019000,8,7-8
6020001,8,7-8
6020002,8,7-8
6024000,8,7-8
6025000,8,7-8
6026000,8,7-8
6027000,8,7-8
6028000,8,7-8
6029000,2,2
6032000,8,7-8
6033000,8,7-8
6034000,8,7-8
6035000,8,7-8
6035001,8,7-8
6037000,20,17-20
6038000,12,9-12
6039101,4,4
6039102,4,4
6039201,2,2
6040102,4,4
6040103,4,4
6040104,4,4
6040201,6,6
6041102,6,6
6041103,6,6
6041202,6,6
6041203,6,6
6041204,6,6
6042101,6,6
6042201,6,6
6043101,6,6
6043201,6,6
6044101,2,2
6044201,2,2
6044202,2,2
6045101,4,4
6045102,4,4
6045201,2,2
6045202,2,2
6046101,4,4
6046201,8,7-8
6047101,10,9-12
6047102,10,9-12
6047201,8,7-8
6047202,8,7-8
6047203,8,7-8
6048101,10,9-12
6048201,8,7-8
6049101,10,9-12
6049201,8,7-8
6050101,10,9-12
6050201,8,7-8
6051101,10,9-12
6051201,8,7-8
6052101,10,9-12
6052201,8,7-8
6053101,10,9-12
6053201,8,7-8
6054101,10,9-12
6054201,8,7-8
6055101,14,13-16
6055201,8,7-8
6055202,8,7-8
6056101,14,13-16
6056201,8,7-8
6057101,13,13-16
6057201,10,9-12
6058101,13,13-16
6058201,10,9-12
6059101,13,13-16
6059201,10,9-12
6060101,13,13-16
6060201,10,9-12
6061101,13,13-16
6061201,10,9-12
6062101,13,13-16
6062201,10,9-12
6063101,13,13-16
6063201,10,9-12
6064101,13,13-16
6064201,10,9-12
6065101,13,13-16
6065201,10,9-12
6066101,13,13-16
6066201,10,9-12
6067101,13,13-16
6067201,10,9-12
6068101,13,13-16
6068201,10,9-12
6069101,13,13-16
6069201,10,9-12
6070101,13,13-16
6070201,10,9-12
6071101,13,13-16
6071201,10,9-12
6072101,13,13-16
6072201,10,9-12
6073101,13,13-16
6073201,10,9-12
6074101,13,13-16
6074201,10,9-12
6075101,13,13-16
6075201,10,9-12
6076101,13,13-16
6076201,10,9-12
6077101,13,13-16
6077201,10,9-12
6078101,13,13-16
6078201,10,9-12
6079101,13,13-16
6079201,10,9-12
6080101,13,13-16
6080201,10,9-12
6081101,13,13-16
6081201,10,9-12
6082101,13,13-16
6082201,10,9-12
6083101,13,13-16
6083201,10,9-12
6084101,13,13-16
6084201,10,9-12
6085101,9,9-12
6085201,6,6
6086101,9,9-12
6086201,6,6
6087101,9,9-12
6087201,6,6
6088101,9,9-12
6088201,6,6
6089101,2,2
6089201,2,2
6090101,2,2
6090201,2,2
6091101,2,2
6091201,2,2
6092101,2,2
6092201,2,2
6093101,2,2
6093201,2,2
6094101,2,2
6094201,2,2
6095101,2,2
6095201,2,2
6096101,2,2
6096201,2,2
6097101,6,6
6098101,6,6
6098201,8,7-8
6099101,2,2
6100101,2,2
6100201,2,2
6101000,4,4
6102000,4,4
6103000,4,4
6104000,4,4
6106000,28,21-28
6107000,28,21-28
6108000,28,21-28
6109000,28,21-28
6110000,28,21-28
6111000,28,21-28
6112000,32,29-36
6113000,32,29-36
6114000,32,29-36
6115000,32,29-36
6116000,32,29-36
6117000,32,29-36
6118000,32,29-36
6119000,2,2
6120000,4,4
6121000,4,4
6122000,4,4
6123000,4,4
6124000,4,4
6125000,4,4
6126000,4,4
6127101,6,6
6127201,2,2
6128101,6,6
6128201,2,2
6129101,6,6
6129201,2,2
6130101,6,6
6130201,2,2
6131101,6,6
6131201,2,2
6132101,4,4
6132201,4,4
6133101,4,4
6133201,4,4
6134101,4,4
6134102,4,4
6134201,4,4
6135101,4,4
6135201,4,4
6136101,8,7-8
6136201,28,21-28
6137101,8,7-8
6137201,28,21-28
6138101,32,29-36
6138201,36,29-36
6139101,32,29-36
6139201,36,29-36
6140101,8,7-8
6140201,16,13-16
6141101,8,7-8
6141201,16,13-16
6142101,8,7-8
6142201,16,13-16
6143101,8,7-8
6143201,16,13-16
6144101,8,7-8
6144201,16,13-16
6145101,8,7-8
6145201,16,13-16
6146101,4,4
6146201,16,13-16
6147101,4,4
6147201,16,13-16
6147202,8,7-8
6148101,4,4
6148201,4,4
6148203,4,4
6148204,4,4
6149101,4,4
6149201,4,4
6150101,4,4
6150102,4,4
6150201,4,4
6151101,4,4
6151201,4,4
6152101,4,4
6152201,4,4
6153101,4,4
6153201,4,4
6154000,4,4
6155000,4,4
6156000,4,4
6157000,4,4
6158000,5,5
6159000,4,4
6160000,4,4
6162000,4,4
6165000,8,7-8
6166000,8,7-8
6167000,2,2
6168000,12,9-12
6169000,4,4
6170000,12,9-12
6171000,20,17-20
6173000,8,7-8
6176000,8,7-8
6177000,8,7-8
6178000,8,7-8
6184000,20,17-20
6185000,20,17-20
6186000,20,17-20
6187000,16,13-16
6188000,16,13-16
6189000,16,13-16
6190000,16,13-16
6191000,16,13-16
6192000,8,7-8
6195000,8,7-8
6196000,8,7-8
6197000,8,7-8
6198000,8,7-8
6199000,8,7-8
6200000,8,7-8
6201000,8,7-8
6202000,8,7-8
6203000,8,7-8
6204000,8,7-8
6205000,8,7-8
6206000,8,7-8
6207000,8,7-8
6208000,8,7-8
6209000,8,7-8
6212000,8,7-8
6213000,8,7-8
6214000,8,7-8
6215000,8,7-8
6216000,4,4
6221000,2,2
6222000,4,4
6223000,4,4
6226000,4,4
6228000,8,7-8
6230000,4,4
6231000,8,7-8
6232000,8,7-8
6233000,8,7-8
6234000,4,4
6235000,8,7-8
6236000,8,7-8
6237000,8,7-8
6239000,4,4
6240000,8,7-8
6241000,4,4
6243000,8,7-8
6244000,8,7-8
6245000,8,7-8
6246000,8,7-8
6247000,8,7-8
6248000,12,9-12
6249000,12,9-12
6250000,4,4
6251000,4,4
6252000,4,4
6253000,4,4
6254000,4,4
6255000,4,4
6256000,4,4
6257000,4,4
6259000,32,29-36
6260000,32,29-36
6261000,32,29-36
6262000,32,29-36
6263000,32,29-36
6264000,32,29-36
6265000,32,29-36
6266000,20,17-20
6267000,20,17-20
6268000,8,7-8
6269000,8,7-8
6270000,8,7-8
6271000,8,7-8
6272000,8,7-8
6273000,8,7-8
6274000,8,7-8
6275000,8,7-8
6276000,8,7-8
6277000,8,7-8
6278000,8,7-8
6279000,8,7-8
6280000,8,7-8
6281000,8,7-8
6282000,8,7-8
6283000,8,7-8
6284000,8,7-8
6285000,8,7-8
6286000,8,7-8
6287000,8,7-8
6288000,8,7-8
6289000,8,7-8
6292000,4,4
6293000,4,4
6294000,4,4
6295000,4,4
6296000,4,4
6297000,4,4
6298000,4,4
6299000,4,4
6300000,4,4
6301000,4,4
6302000,4,4
6303000,4,4
6305000,8,7-8
6307000,20,17-20
6308000,20,17-20
6309000,20,17-20
6310000,20,17-20
6311000,20,17-20
6312000,20,17-20
6313000,20,17-20
6314000,20,17-20
6315000,20,17-20
6316000,20,17-20
6317000,20,17-20
6318000,20,17-20
6319000,20,17-20
6320000,20,17-20
6321000,20,17-20
6322000,20,17-20
6323000,20,17-20
6324000,20,17-20
6325000,20,17-20
6326000,20,17-20
6327000,8,7-8
6328001,8,7-8
6330000,8,7-8
6331000,8,7-8
6332000,8,7-8
6333000,8,7-8
6334000,8,7-8
6335000,8,7-8
6336000,8,7-8
6337000,8,7-8
6338000,6,6
6339000,6,6
6340000,6,6
6341000,6,6
6342000,6,6
6343000,6,6
6344000,4,4
6345000,4,4
6346000,4,4
6347000,4,4
6348000,4,4
6349000,4,4
6350000,4,4
6351000,4,4
6352000,4,4
6353000,8,7-8
6354000,4,4
6355000,2,2
6356000,4,4
6357000,4,4
6358000,4,4
6359000,4,4
6360000,4,4
6361000,4,4
6362000,4,4
6363000,4,4
6364000,4,4
6365000,4,4
6366000,4,4
6367000,4,4
6368000,4,4
6369000,4,4
6370000,8,7-8
6371000,8,7-8
6372101,2,2
6372102,2,2
6372201,2,2
6373000,4,4
6374000,4,4
6375000,4,4
6376000,4,4
6377000,4,4
6378000,4,4
6379000,4,4
6380000,8,7-8
6381000,28,21-28
6382000,20,17-20
6383000,20,17-20
6384001,20,17-20
6384002,20,17-20
6385000,20,17-20
6386000,20,17-20
6387000,20,17-20
6388000,20,17-20
6389000,20,17-20
6390000,20,17-20
6391000,20,17-20
6392000,20,17-20
6393000,32,29-36
6394000,32,29-36
6395000,32,29-36
6396000,32,29-36
6397000,32,29-36
6398000,32,29-36
6399000,32,29-36
6401000,10,9-12
6402000,10,9-12
6403000,10,9-12
6404000,10,9-12
6405000,10,9-12
6406000,10,9-12
6418000,12,9-12
6420000,4,4
6421000,4,4
6422000,4,4
6423000,2,2
6424000,2,2
6425000,2,2
6426000,8,7-8
6427000,8,7-8
6428000,8,7-8
6429000,8,7-8
6430000,8,7-8
6431101,28,21-28
6431201,28,21-28
6432101,28,21-28
6432201,28,21-28
6433101,28,21-28
6433201,28,21-28
6434101,28,21-28
6434201,28,21-28
6435101,28,21-28
6435201,28,21-28
6436101,32,29-36
6436201,36,29-36
6437101,32,29-36
6437201,36,29-36
6438001,20,17-20
6439000,20,17-20
6440000,20,17-20
6441000,20,17-20
6444001,2,2
6444002,2,2
6445000,2,2
6446000,2,2
6447000,2,2
6448000,2,2
6449000,2,2
6450000,2,2
6451000,4,4
6452000,4,4
6453000,4,4
6454000,4,4
6468000,4,4
6469000,4,4
6470000,4,4
6471000,4,4
6472000,4,4
6473000,4,4
6474000,4,4
6475000,4,4
6476000,4,4
6477000,4,4
6478000,4,4
6479000,4,4
6480000,4,4
6481000,4,4
6485000,20,17-20
6486000,4,4
6511000,4,4
6512000,4,4
6513000,4,4
6514000,4,4
6515000,4,4
6516000,4,4
6517000,4,4
6518000,4,4
6519000,4,4
6520000,4,4
6521000,4,4
6522000,4,4
6523000,4,4
6524000,4,4
6525000,4,4
6526000,4,4
6527000,4,4
6528000,4,4
6536000,8,7-8
6537000,8,7-8
6538000,8,7-8
6539000,8,7-8
6540000,8,7-8
6541000,8,7-8
6542000,8,7-8
6546000,8,7-8
6547000,8,7-8
6548000,8,7-8
6549000,4,4
6550000,4,4
6552000,28,21-28
6553000,28,21-28
6554000,28,21-28
6555000,20,17-20
6556000,20,17-20
6557000,8,7-8
6558000,8,7-8
6559000,8,7-8
6560001,8,7-8
6560002,8,7-8
6561000,8,7-8
6562000,8,7-8
6563000,8,7-8
6564000,8,7-8
6565000,8,7-8
6566000,8,7-8
6567000,8,7-8
6568000,8,7-8
6569000,8,7-8
6570000,8,7-8
6571000,8,7-8
6572000,8,7-8
6574101,4,4
6574201,8,7-8
6575101,4,4
6575102,4,4
6575103,4,4
6575201,8,7-8
6575202,8,7-8
6576102,4,4
6576103,4,4
6576201,8,7-8
6577101,4,4
6577201,8,7-8
6578101,4,4
6578102,4,4
6578201,8,7-8
6579101,4,4
6579201,8,7-8
6579202,8,7-8
6580101,4,4
6580201,8,7-8
6581101,4,4
6581201,8,7-8
6581202,8,7-8
6582101,4,4
6582102,4,4
6582201,8,7-8
6582202,8,7-8
6583101,4,4
6583102,4,4
6583201,6,6
6584101,4,4
6584102,4,4
6584201,6,6
6585101,4,4
6585102,4,4
6585201,6,6
6586101,4,4
6586201,6,6
6587101,4,4
6587201,6,6
6588101,4,4
6588201,6,6
6589101,4,4
6589201,10,9-12
6590101,4,4
6590201,10,9-12
6591000,14,13-16
6592000,8,7-8
6593000,8,7-8
6594000,8,7-8
6595000,8,7-8
6596001,8,7-8
6596002,8,7-8
6596003,8,7-8
6597000,8,7-8
6598000,8,7-8
6599000,8,7-8
6600000,8,7-8
6601000,8,7-8
6603000,8,7-8
6604000,8,7-8
6605000,8,7-8
6606000,8,7-8
6607000,16,13-16
6608000,16,13-16
6609000,16,13-16
6610000,16,13-16
6611000,8,7-8
6612000,8,7-8
6613000,8,7-8
6614000,8,7-8
6615000,8,7-8
6616000,8,7-8
6617000,20,17-20
6618000,20,17-20
6619000,20,17-20
6620000,20,17-20
6621000,20,17-20
6622000,20,17-20
6623000,20,17-20
6624000,20,17-20
6625000,8,7-8
6626000,8,7-8
6627000,8,7-8
6628000,8,7-8
6629000,4,4
6630000,4,4
6631000,12,9-12
6632000,12,9-12
6633000,12,9-12
6635000,4,4
6636000,8,7-8
6637000,8,7-8
6638000,8,7-8
6639000,8,7-8
6640000,8,7-8
6641000,8,7-8
6642000,8,7-8
6643000,4,4
6648000,8,7-8
6649000,8,7-8
6650000,8,7-8
6651000,8,7-8
6652000,8,7-8
6653000,8,7-8
6654000,8,7-8
6655000,8,7-8
6656000,8,7-8
6657000,8,7-8
6658000,8,7-8
6659000,8,7-8
6661000,8,7-8
6662000,8,7-8
6663000,8,7-8
6664000,8,7-8
6665000,8,7-8
6666000,8,7-8
6667000,8,7-8
6668000,8,7-8
6669000,8,7-8
6670000,8,7-8
6671000,8,7-8
6672000,8,7-8
6675000,8,7-8
6676000,8,7-8
6677000,8,7-8
6678000,8,7-8
6679000,8,7-8
6680000,8,7-8
6681000,8,7-8
6682000,8,7-8
6683000,8,7-8
6684000,8,7-8
6690000,12,9-12
6691000,12,9-12
6692000,4,4
6693000,4,4
6694000,4,4
6695000,4,4
6696000,4,4
6697000,4,4
6698000,4,4
6699000,8,7-8
6700000,8,7-8
6701000,4,4
6702000,4,4
6703000,4,4
6705000,8,7-8
6706000,2,2
6707000,8,7-8
6708000,8,7-8
6709000,8,7-8
6710000,8,7-8
6711000,8,7-8
6712000,8,7-8
6713000,8,7-8
6714000,20,17-20
6715000,20,17-20
6716000,20,17-20
6717000,20,17-20
6718000,20,17-20
6719000,20,17-20
6720000,20,17-20
6721000,20,17-20
6722000,20,17-20
6723000,20,17-20
6724000,20,17-20
6725000,20,17-20
6726000,20,17-20
6727000,20,17-20
6728000,20,17-20
6728001,20,17-20
6729000,20,17-20
6730000,20,17-20
6731000,20,17-20
6732000,20,17-20
6733000,20,17-20
6734000,20,17-20
6735000,20,17-20
6736000,20,17-20
6737000,20,17-20
6738000,20,17-20
6739000,20,17-20
6740000,20,17-20
6741000,20,17-20
6742000,20,17-20
6743000,20,17-20
6744000,20,17-20
6745000,20,17-20
6746000,20,17-20
6747000,20,17-20
6748000,20,17-20
6749000,20,17-20
6750000,20,17-20
6751000,20,17-20
6752000,20,17-20
6753000,20,17-20
6754000,20,17-20
6755000,20,17-20
6756000,20,17-20
6757000,20,17-20
6758000,20,17-20
6759001,20,17-20
6759002,20,17-20
6760000,7,7-8
6766000,8,7-8
6767000,8,7-8
6768000,8,7-8
6769000,8,7-8
6770000,8,7-8
6771000,8,7-8
6772000,8,7-8
6773000,8,7-8
6776000,8,7-8
6777000,8,7-8
6778000,4,4
6779000,4,4
6780000,4,4
6781000,4,4
6782000,2,2
6784000,4,4
6788000,4,4
6789000,8,7-8
6790000,8,7-8
6791000,8,7-8
6792000,8,7-8
6801000,4,4
6803000,8,7-8
6804000,8,7-8
6805000,8,7-8
6807000,4,4
6808000,4,4
6809000,20,17-20
6810000,20,17-20
6811000,8,7-8
6812000,20,17-20
6813000,20,17-20
6814000,20,17-20
6815000,20,17-20
6816000,16,13-16
6817000,16,13-16
6818000,16,13-16
6819000,16,13-16
6820000,8,7-8
6821000,8,7-8
6822000,8,7-8
6823000,8,7-8
6824000,8,7-8
6825000,8,7-8
6826000,8,7-8
6827000,8,7-8
6828000,8,7-8
6829000,8,7-8
6830000,8,7-8
6831000,8,7-8
6832000,8,7-8
6833000,8,7-8
6834000,8,7-8
6836000,4,4
6837000,4,4
6838000,4,4
6839000,4,4
6840000,4,4
6846000,2,2
6847000,2,2
6848000,2,2
6850000,2,2
6854000,4,4
6855000,4,4
6856000,4,4
6857000,4,4
6858000,4,4
6859000,4,4
6860000,4,4
6861000,4,4
6862000,4,4
6863000,4,4
6864000,4,4
6865000,4,4
6866000,4,4
6867000,4,4
6868000,4,4
6873000,4,4
6875000,12,9-12
6876000,12,9-12
6877000,4,4
6878000,2,2
6879000,4,4
6880000,8,7-8
6881000,8,7-8
6883000,8,7-8
6884000,8,7-8
6885000,8,7-8
6886000,8,7-8
6887000,8,7-8
6888000,8,7-8
6889000,8,7-8
6890000,4,4
6891000,4,4
6892000,4,4
6893000,4,4
6894002,8,7-8
6894003,8,7-8
6894004,8,7-8
6895000,8,7-8
6896000,8,7-8
6898000,4,4
6899000,4,4
