cnn,monthly_frequency,frequency_group
6940000,4,4
6941000,4,4
6943101,4,4
6943102,4,4
6943201,4,4
6943202,4,4
6944000,8,7-8
6945000,8,7-8
6946000,8,7-8
6955000,8,7-8
6960000,8,7-8
6961000,8,7-8
6962000,8,7-8
6963000,8,7-8
6964000,4,4
6965000,4,4
6966000,4,4
6967000,4,4
6968000,4,4
6969000,4,4
6970000,4,4
6971000,4,4
6972000,4,4
6973000,4,4
6974000,4,4
6975000,4,4
6976000,4,4
6977000,4,4
6978000,4,4
6979000,4,4
6980000,4,4
6981000,4,4
6982000,4,4
6983000,4,4
6984000,4,4
6985000,4,4
6986000,4,4
6987000,4,4
6988000,4,4
6989000,4,4
6990000,4,4
6991000,4,4
6992000,2,2
6993101,2,2
6993201,2,2
6994101,2,2
6994201,2,2
6995101,2,2
6995201,2,2
6996101,3,3
6996201,3,3
6997101,3,3
6997102,3,3
6997201,3,3
6997202,3,3
6998101,3,3
6998201,3,3
6998202,3,3
6999000,5,5
7000000,5,5
7001000,5,5
7002000,5,5
7003000,5,5
7004000,5,5
7005000,8,7-8
7006000,5,5
7007000,5,5
7008000,4,4
7009000,8,7-8
7010000,8,7-8
7011000,8,7-8
7012000,8,7-8
7013000,8,7-8
7016000,4,4
7019000,4,4
7020000,2,2
7022000,8,7-8
7023000,4,4
7027000,20,17-20
7028000,20,17-20
7029000,20,17-20
7030000,20,17-20
7031000,20,17-20
7032000,20,17-20
7033000,20,17-20
7034000,20,17-20
7035000,20,17-20
7036000,20,17-20
7037000,20,17-20
7038000,20,17-20
7039001,20,17-20
7041000,20,17-20
7042000,20,17-20
7043000,20,17-20
7044000,20,17-20
7045000,20,17-20
7046000,20,17-20
7047000,20,17-20
7048000,20,17-20
7049000,20,17-20
7050000,20,17-20
7051000,20,17-20
7052000,20,17-20
7053000,20,17-20
7054000,20,17-20
7055000,20,17-20
7056000,20,17-20
7057000,20,17-20
7058000,20,17-20
7059000,20,17-20
7060000,4,4
7061000,4,4
7062000,4,4
7063000,4,4
7064000,4,4
7069000,4,4
7070000,8,7-8
7071001,8,7-8
7071002,8,7-8
7072000,8,7-8
7073000,8,7-8
7074000,8,7-8
7075000,8,7-8
7076000,8,7-8
7077000,8,7-8
7078000,8,7-8
7079000,8,7-8
7080000,8,7-8
7082000,4,4
7083000,4,4
7084000,4,4
7085000,4,4
7086000,4,4
7087000,4,4
7093000,8,7-8
7094000,8,7-8
7095000,8,7-8
7096000,20,17-20
7097000,20,17-20
7098000,4,4
7099000,4,4
7100000,8,7-8
7101000,8,7-8
7102000,8,7-8
7103000,8,7-8
7104000,8,7-8
7105000,8,7-8
7106000,8,7-8
7107000,8,7-8
7108000,8,7-8
7109000,8,7-8
7110000,8,7-8
7111000,8,7-8
7112000,20,17-20
7113000,20,17-20
7114000,32,29-36
7115000,32,29-36
7116000,32,29-36
7117000,32,29-36
7118000,32,29-36
7119000,32,29-36
7120000,32,29-36
7121000,20,17-20
7122000,20,17-20
7123000,20,17-20
7124000,20,17-20
7125000,20,17-20
7126000,8,7-8
7127000,8,7-8
7128000,8,7-8
7149000,4,4
7150000,4,4
7151000,20,17-20
7152000,20,17-20
7157000,4,4
7158101,2,2
7158102,2,2
7158201,2,2
7159000,8,7-8
7165000,8,7-8
7166000,8,7-8
7167000,8,7-8
7168000,8,7-8
7169000,8,7-8
7170000,8,7-8
7171000,8,7-8
7172000,8,7-8
7173000,8,7-8
7174000,8,7-8
7175000,8,7-8
7176000,8,7-8
7182000,8,7-8
7193000,8,7-8
7194000,8,7-8
7195000,8,7-8
7196000,8,7-8
7197000,8,7-8
7198000,8,7-8
7199000,8,7-8
7200000,8,7-8
7204101,8,7-8
7204201,8,7-8
7205101,8,7-8
7205102,8,7-8
7205103,8,7-8
7205201,8,7-8
7206101,8,7-8
7206201,8,7-8
7207101,8,7-8
7207201,8,7-8
7208101,8,7-8
7208201,8,7-8
7216000,8,7-8
7217000,8,7-8
7218000,8,7-8
7219000,8,7-8
7220000,8,7-8
7221000,8,7-8
7222000,8,7-8
7223000,8,7-8
7224000,8,7-8
7225000,8,7-8
7226000,8,7-8
7227000,8,7-8
7228000,8,7-8
7229000,8,7-8
7230000,8,7-8
7231000,8,7-8
7232000,8,7-8
7233000,8,7-8
7234000,8,7-8
7235000,8,7-8
7236000,8,7-8
7237000,8,7-8
7238000,16,13-16
7239000,8,7-8
7240000,8,7-8
7241000,8,7-8
7242000,8,7-8
7245000,16,13-16
7246000,16,13-16
7247000,16,13-16
7248000,16,13-16
7249000,16,13-16
7250000,16,13-16
7251000,16,13-16
7252000,16,13-16
7253000,8,7-8
7254000,8,7-8
7255000,8,7-8
7256000,8,7-8
7257000,8,7-8
7258000,8,7-8
7259101,8,7-8
7259201,8,7-8
7260000,8,7-8
7261000,8,7-8
7262000,8,7-8
7265000,4,4
7266000,4,4
7270000,8,7-8
7274000,4,4
7278000,4,4
7279000,4,4
7280000,4,4
7281000,4,4
7282000,4,4
7283000,4,4
7284000,8,7-8
7285000,8,7-8
7286000,8,7-8
7287000,8,7-8
7288000,8,7-8
7289000,8,7-8
7290000,8,7-8
7291000,8,7-8
7292000,8,7-8
7293000,8,7-8
7294000,8,7-8
7295000,8,7-8
7296000,28,21-28
7297000,28,21-28
7298000,28,21-28
7299000,28,21-28
7300000,28,21-28
7301000,28,21-28
7302000,28,21-28
7303000,12,9-12
7304000,6,6
7305000,6,6
7306000,6,6
7307000,6,6
7308000,6,6
7309000,6,6
7310000,6,6
7311000,6,6
7312000,6,6
7313000,6,6
7314000,6,6
7315000,6,6
7316000,6,6
7317000,6,6
7318000,6,6
7319000,6,6
7320000,6,6
7321000,6,6
7322000,6,6
7323000,6,6
7324000,6,6
7325000,6,6
7326000,6,6
7327000,6,6
7328000,8,7-8
7330000,8,7-8
7340000,8,7-8
7341000,8,7-8
7342000,8,7-8
7343000,8,7-8
7344000,8,7-8
7345000,8,7-8
7346000,8,7-8
7347000,8,7-8
7348000,8,7-8
7349000,8,7-8
7350000,8,7-8
7351000,8,7-8
7352000,4,4
7353000,4,4
7355000,4,4
7356000,4,4
7357000,4,4
7358000,4,4
7359000,20,17-20
7360000,20,17-20
7361000,20,17-20
7362000,20,17-20
7363000,20,17-20
7364000,20,17-20
7365000,20,17-20
7366000,20,17-20
7367000,20,17-20
7368000,20,17-20
7369000,28,21-28
7370000,28,21-28
7371000,28,21-28
7372000,28,21-28
7373000,28,21-28
7374000,28,21-28
7375000,28,21-28
7376000,28,21-28
7377000,28,21-28
7378000,28,21-28
7379000,20,17-20
7380000,20,17-20
7381000,20,17-20
7382000,20,17-20
7383000,20,17-20
7384000,20,17-20
7385000,4,4
7386000,4,4
7391000,4,4
7395000,4,4
7396000,4,4
7397000,6,6
7398000,6,6
7399000,4,4
7400000,4,4
7401000,4,4
7402000,4,4
7403000,4,4
7404000,4,4
7405000,4,4
7406000,4,4
7407000,4,4
7408000,4,4
7409000,4,4
7410000,4,4
7411000,4,4
7412000,4,4
7413000,4,4
7414000,4,4
7415000,4,4
7416000,4,4
7417000,4,4
7418000,4,4
7419000,2,2
7420000,4,4
7424000,20,17-20
7425101,8,7-8
7425201,16,13-16
7426000,20,17-20
7427000,16,13-16
7428000,16,13-16
7429000,16,13-16
7430000,16,13-16
7431000,16,13-16
7432000,16,13-16
7433000,16,13-16
7434000,8,7-8
7435000,8,7-8
7437000,8,7-8
7438000,8,7-8
7439000,8,7-8
7440000,8,7-8
7441000,8,7-8
7442000,8,7-8
7443000,8,7-8
7444000,8,7-8
7445000,8,7-8
7455000,32,29-36
7456000,32,29-36
7457000,32,29-36
7458000,32,29-36
7459000,32,29-36
7460000,16,13-16
7461000,4,4
7462000,4,4
7463000,4,4
7464000,4,4
7466000,8,7-8
7468000,8,7-8
7469000,8,7-8
7470000,8,7-8
7471000,8,7-8
7473000,8,7-8
7474000,8,7-8
7475000,8,7-8
7476000,8,7-8
7477000,8,7-8
7478000,8,7-8
7479000,8,7-8
7480000,8,7-8
7481000,8,7-8
7482000,8,7-8
7483000,8,7-8
7484000,8,7-8
7485000,8,7-8
7486000,8,7-8
7487000,8,7-8
7488000,8,7-8
7489000,8,7-8
7490000,8,7-8
7491000,8,7-8
7492000,8,7-8
7493000,8,7-8
7495000,8,7-8
7496000,8,7-8
7497000,8,7-8
7498000,8,7-8
7499000,8,7-8
7500101,4,4
7500102,4,4
7500201,4,4
7501000,8,7-8
7502000,8,7-8
7503000,8,7-8
7504000,8,7-8
7505000,4,4
7506000,4,4
7507000,4,4
7508000,4,4
7509000,4,4
7510000,4,4
7511000,4,4
7512000,4,4
7513000,4,4
7514000,4,4
7515000,4,4
7516000,4,4
7517000,20,17-20
7518000,20,17-20
7519000,20,17-20
7520002,12,9-12
7520003,12,9-12
7522000,8,7-8
7523000,12,9-12
7525000,20,17-20
7529000,2,2
7550000,8,7-8
7551000,8,7-8
7553000,4,4
7562000,24,21-28
7563000,32,29-36
7564000,32,29-36
7565000,32,29-36
7566000,32,29-36
7567000,32,29-36
7568000,32,29-36
7569000,32,29-36
7570000,32,29-36
7571000,8,7-8
7572000,8,7-8
7573000,8,7-8
7574000,8,7-8
7579000,8,7-8
7580000,8,7-8
7600000,20,17-20
7601000,20,17-20
7602000,20,17-20
7604000,4,4
7605000,4,4
7606000,4,4
7607000,4,4
7608000,4,4
7609000,4,4
7610000,4,4
7611000,4,4
7612000,4,4
7613000,4,4
7614000,4,4
7616000,4,4
7617000,4,4
7618000,4,4
7619000,4,4
7620000,4,4
7622000,4,4
7623000,4,4
7624000,2,2
7625000,4,4
7626000,4,4
7627000,4,4
7628000,4,4
7629000,4,4
7630000,4,4
7640000,4,4
7641000,4,4
7642000,8,7-8
7643000,8,7-8
7644101,4,4
7644201,4,4
7645101,2,2
7645201,2,2
7646101,2,2
7646201,2,2
7647101,2,2
7647201,2,2
7648101,2,2
7648201,2,2
7649101,2,2
7649201,2,2
7650101,2,2
7650201,2,2
7651101,2,2
7651201,2,2
7652101,2,2
7652201,2,2
7653101,2,2
7653201,2,2
7654000,6,6
7655000,6,6
7656000,6,6
7657000,6,6
7658000,6,6
7659000,6,6
7660000,6,6
7661000,6,6
7662000,12,9-12
7663000,12,9-12
7664000,12,9-12
7665000,12,9-12
7666000,12,9-12
7667000,12,9-12
7668000,12,9-12
7669000,12,9-12
7670000,12,9-12
7671000,12,9-12
7672000,12,9-12
7673000,12,9-12
7674000,12,9-12
7675000,12,9-12
7676000,12,9-12
7677000,12,9-12
7678000,12,9-12
7679000,12,9-12
7680000,12,9-12
7681000,12,9-12
7682000,12,9-12
7683000,12,9-12
7684000,12,9-12
7685000,12,9-12
7686000,12,9-12
7687000,4,4
7688000,6,6
7689000,4,4
7690000,4,4
7691000,4,4
7692000,4,4
7693000,4,4
7694000,4,4
7695000,4,4
7698000,8,7-8
7699000,8,7-8
7701000,4,4
7702000,4,4
7703000,2,2
7704000,2,2
7705000,2,2
7706101,8,7-8
7706201,6,6
7706202,6,6
7707101,6,6
7707102,6,6
7707103,6,6
7707201,6,6
7707202,6,6
7708101,6,6
7708102,6,6
7708201,6,6
7709101,6,6
7709102,6,6
7709103,6,6
7709201,6,6
7709202,6,6
7710201,3,3
7717000,2,2
7718000,4,4
7719000,4,4
7720000,4,4
7721000,4,4
7722000,2,2
7723000,2,2
7724000,4,4
7725000,4,4
7726000,8,7-8
7727000,8,7-8
7728000,8,7-8
7729000,8,7-8
7730000,8,7-8
7731000,8,7-8
7732000,8,7-8
7735000,12,9-12
7736000,12,9-12
7737000,16,13-16
7738000,16,13-16
7739000,8,7-8
7740000,8,7-8
7741000,8,7-8
7742000,4,4
7743000,4,4
7744000,4,4
7746000,32,29-36
7747000,32,29-36
7748000,32,29-36
7749000,32,29-36
7750000,32,29-36
7751000,32,29-36
7752000,32,29-36
7753000,32,29-36
7754000,32,29-36
7755000,32,29-36
7756000,32,29-36
7757000,32,29-36
7758000,32,29-36
7759000,32,29-36
7760000,32,29-36
7761000,32,29-36
7762000,32,29-36
7763000,32,29-36
7764000,32,29-36
7775000,20,17-20
7776000,20,17-20
7777000,8,7-8
7778000,8,7-8
7779000,8,7-8
7780000,8,7-8
7781000,8,7-8
7782000,8,7-8
7783000,8,7-8
7784000,8,7-8
7785000,8,7-8
7786000,8,7-8
7787000,8,7-8
7788000,8,7-8
7789000,8,7-8
7790000,8,7-8
7791000,8,7-8
7792000,8,7-8
7793000,8,7-8
7795000,4,4
7796000,4,4
7797001,8,7-8
7800000,8,7-8
7803000,4,4
7805000,4,4
7806001,2,2
7806002,2,2
7807101,2,2
7807201,4,4
7808000,4,4
7810000,4,4
7811000,4,4
7812000,4,4
7813000,4,4
7814000,4,4
7815000,2,2
7816000,4,4
7818000,8,7-8
7819000,8,7-8
7820000,8,7-8
7821000,4,4
7824000,4,4
7827101,4,4
7827102,4,4
7827103,4,4
7827201,4,4
7828101,4,4
7828201,4,4
7831101,32,29-36
7831201,32,29-36
7832101,32,29-36
7832201,32,29-36
7833101,32,29-36
7833201,32,29-36
7834101,32,29-36
7834201,32,29-36
7837000,8,7-8
7838000,4,4
7839000,10,9-12
7842000,4,4
7843000,4,4
7844000,4,4
7845000,4,4
7846000,4,4
7847000,4,4
7848000,4,4
7849000,4,4
7850000,4,4
7851000,4,4
7852000,4,4
7853000,4,4
7854000,4,4
7855000,4,4
7856000,4,4
7857000,6,6
7858000,6,6
7859000,6,6
7860000,6,6
7861000,6,6
7862000,6,6
7863000,6,6
7864000,6,6
7865000,6,6
7866000,6,6
7867000,6,6
7868000,6,6
7869000,6,6
7870000,6,6
7871000,6,6
7872000,6,6
7873000,6,6
7874000,6,6
7875000,6,6
7876000,6,6
7877000,6,6
7878000,6,6
7879000,6,6
7880000,6,6
7881000,6,6
7882000,6,6
7883000,6,6
7884000,6,6
7885000,6,6
7886000,6,6
7887000,6,6
7888000,6,6
7889002,4,4
7889003,4,4
7889004,4,4
7890001,4,4
7890002,4,4
7890003,4,4
7890004,4,4
7891000,8,7-8
7893000,8,7-8
7894000,8,7-8
7895000,8,7-8
7901000,8,7-8
7903000,4,4
7904000,8,7-8
7907000,4,4
7911000,2,2
7915000,8,7-8
7916001,8,7-8
7917000,4,4
7918000,4,4
7920000,5,5
7921000,4,4
7922000,6,6
7923000,6,6
7924000,6,6
7925000,8,7-8
7926000,8,7-8
7927000,8,7-8
7928000,8,7-8
7929000,8,7-8
7930000,8,7-8
7931102,4,4
7931103,8,7-8
7931201,4,4
7931202,4,4
7932101,8,7-8
7932201,4,4
7933000,8,7-8
7934000,8,7-8
7935000,8,7-8
7936000,4,4
7937000,4,4
7938000,4,4
7939000,8,7-8
7940000,8,7-8
7941000,8,7-8
7942000,8,7-8
7943000,8,7-8
7944000,8,7-8
7945000,8,7-8
7946002,8,7-8
7947000,8,7-8
7948000,8,7-8
7949000,8,7-8
7950000,8,7-8
7951000,8,7-8
7952000,8,7-8
7953000,8,7-8
7954000,8,7-8
7955000,8,7-8
7956000,8,7-8
7957000,8,7-8
7958001,8,7-8
7958002,8,7-8
7959000,8,7-8
7960000,8,7-8
7961000,8,7-8
7962000,8,7-8
7963000,8,7-8
7964000,8,7-8
7965000,8,7-8
7966000,6,6
7967000,6,6
7968000,6,6
7969000,6,6
7970000,6,6
7971000,6,6
7972000,4,4
7973000,4,4
7974000,4,4
7975000,4,4
7976000,4,4
7977000,4,4
7978000,4,4
7979000,4,4
7980000,4,4
7981000,4,4
7982000,4,4
7983000,4,4
7984000,4,4
7985000,4,4
7986000,6,6
7987000,6,6
7988101,6,6
7988201,6,6
7989101,2,2
7989201,2,2
7990101,2,2
7990201,2,2
7991101,2,2
7991201,2,2
7992101,2,2
7992201,2,2
7992202,2,2
7993000,4,4
7994000,4,4
7995000,4,4
7996000,4,4
7997101,2,2
7997201,2,2
7998101,2,2
7998201,2,2
7999000,4,4
8000000,4,4
8001000,4,4
8002101,4,4
8002201,4,4
8003000,4,4
8004000,4,4
8005101,4,4
8005201,4,4
8006000,4,4
8007000,4,4
8008000,4,4
8009000,4,4
8010000,4,4
8011000,4,4
8012000,4,4
8013000,4,4
8014000,4,4
8015000,4,4
8016000,4,4
8017000,4,4
8018000,4,4
8019000,4,4
8020000,4,4
8021000,4,4
8022000,4,4
8023000,4,4
8024000,4,4
8025000,4,4
8026000,4,4
8027000,4,4
8028000,4,4
8029000,4,4
8030000,4,4
8031000,4,4
8032000,4,4
8033000,4,4
8034000,4,4
8035000,4,4
8036000,4,4
8037000,2,2
8038000,4,4
8039000,4,4
8040101,2,2
8040201,2,2
8042000,4,4
8043000,4,4
8044000,4,4
8045101,4,4
8045201,4,4
8046101,4,4
8046201,4,4
8047101,4,4
8047201,4,4
8048101,7,7-8
8048102,7,7-8
8048103,7,7-8
8048201,7,7-8
8049101,3,3
8049201,3,3
8050201,3,3
8051101,3,3
8051201,3,3
8055000,4,4
8056000,4,4
8057000,4,4
8058000,4,4
8059000,4,4
8061000,4,4
8062000,4,4
8063000,4,4
8064000,4,4
8065000,4,4
8066000,4,4
8067000,4,4
8068000,4,4
8069000,4,4
8070000,4,4
8071000,4,4
8072000,4,4
8073000,4,4
8075000,4,4
8077000,8,7-8
8081000,8,7-8
8082000,8,7-8
8083000,8,7-8
8086000,8,7-8
8087000,8,7-8
8088000,8,7-8
8089000,8,7-8
8090000,8,7-8
8091000,8,7-8
8092000,8,7-8
8093000,8,7-8
8094000,16,13-16
8095000,8,7-8
8096000,8,7-8
8098000,4,4
8099000,4,4
8100000,4,4
8110000,8,7-8
8112000,8,7-8
8113000,8,7-8
8114000,4,4
8115000,8,7-8
8116000,8,7-8
8117000,8,7-8
8118000,4,4
8119000,20,17-20
8120000,20,17-20
8121000,28,21-28
8122000,28,21-28
8123000,32,29-36
8124000,32,29-36
8125000,32,29-36
8126000,32,29-36
8127000,32,29-36
8128000,32,29-36
8129000,32,29-36
8130000,32,29-36
8131000,32,29-36
8132000,20,17-20
8133000,20,17-20
8134000,20,17-20
8135000,20,17-20
8141000,8,7-8
8142000,8,7-8
8154000,4,4
8155000,2,2
8156000,4,4
8157000,20,17-20
8160000,8,7-8
8161000,8,7-8
8162000,8,7-8
8163000,8,7-8
8164000,8,7-8
8165000,4,4
8166000,8,7-8
8167000,8,7-8
8168000,8,7-8
8169000,4,4
8170000,4,4
8171000,4,4
8172000,4,4
8173000,4,4
8174000,10,9-12
8175000,8,7-8
8176000,4,4
8177000,8,7-8
8178000,8,7-8
8179000,8,7-8
8180000,8,7-8
8181000,8,7-8
8182000,4,4
8185000,4,4
8186000,4,4
8187000,4,4
8188000,4,4
8189000,4,4
8190000,4,4
8191000,4,4
8192000,4,4
8193000,4,4
8194000,4,4
8195000,4,4
8196101,2,2
8196201,2,2
8197101,2,2
8197201,2,2
8198000,4,4
8199000,6,6
8200000,6,6
8201000,6,6
8202000,6,6
8203000,6,6
8204000,6,6
8205000,6,6
8206000,6,6
8207000,6,6
8208000,6,6
8209000,6,6
8210000,5,5
8211000,6,6
8212000,5,5
8213000,6,6
8214000,5,5
8215000,6,6
8216000,5,5
8217000,5,5
8218000,6,6
8219000,5,5
8220000,5,5
8221000,6,6
8222000,5,5
8223000,3,3
8224000,5,5
8225000,6,6
8226000,5,5
8227000,6,6
8228000,5,5
8229000,6,6
8230000,8,7-8
8231000,8,7-8
8232000,8,7-8
8233000,8,7-8
8234000,8,7-8
8238000,32,29-36
8239000,32,29-36
8240000,32,29-36
8241000,32,29-36
8242000,32,29-36
8243000,32,29-36
8244000,8,7-8
8245000,8,7-8
8246000,8,7-8
8247000,8,7-8
8248000,8,7-8
8249000,8,7-8
8250000,8,7-8
8251000,8,7-8
8252000,8,7-8
8272000,4,4
8273000,8,7-8
8274000,20,17-20
8275000,20,17-20
8277000,4,4
8278000,8,7-8
8279000,8,7-8
8280000,4,4
8281000,4,4
8282000,4,4
8283000,4,4
8284000,4,4
8285000,4,4
8287000,12,9-12
8288000,12,9-12
8289000,12,9-12
8290000,12,9-12
8291000,12,9-12
8292000,20,17-20
8293000,20,17-20
8294000,20,17-20
8295000,20,17-20
8296000,8,7-8
8297000,8,7-8
8298000,8,7-8
8299000,8,7-8
8300000,8,7-8
8301000,8,7-8
8302000,8,7-8
8303000,8,7-8
8304000,8,7-8
8305000,4,4
8306000,4,4
8307000,4,4
8308000,8,7-8
8312000,4,4
8317000,8,7-8
8318000,8,7-8
8319000,8,7-8
8320000,8,7-8
8321000,8,7-8
8322000,8,7-8
8323000,8,7-8
8324101,4,4
8324201,4,4
8325000,8,7-8
8326000,8,7-8
8328000,8,7-8
8329000,4,4
8330000,8,7-8
8333000,8,7-8
8334000,8,7-8
8335001,8,7-8
8336000,8,7-8
8337000,8,7-8
8338000,4,4
8339000,4,4
8340000,4,4
8341101,2,2
8341201,2,2
8342101,2,2
8342102,2,2
8342201,2,2
8342202,2,2
8343101,2,2
8343201,2,2
8344101,2,2
8344201,2,2
8345101,2,2
8345102,2,2
8345201,2,2
8345202,2,2
8346101,2,2
8346201,2,2
8347101,2,2
8347201,2,2
8348101,2,2
8348201,2,2
8349101,2,2
8349201,2,2
8350101,2,2
8350201,2,2
8351101,2,2
8351201,2,2
8352101,2,2
8352201,2,2
8353101,2,2
8353201,2,2
8354101,2,2
8354201,2,2
8355101,2,2
8355201,2,2
8356101,2,2
8356201,2,2
8357101,3,3
8357201,3,3
8358101,3,3
8358201,3,3
8359101,3,3
8359201,3,3
8360101,3,3
8360201,3,3
8361101,3,3
8361201,3,3
8362101,3,3
8362201,3,3
8363101,3,3
8363201,3,3
8364101,3,3
8364201,3,3
8365101,3,3
8365201,3,3
8366101,3,3
8366201,3,3
8367101,3,3
8367201,3,3
8368101,3,3
8368201,3,3
8369101,3,3
8369201,3,3
8370101,3,3
8370201,3,3
8371101,3,3
8371201,3,3
8372101,3,3
8372201,3,3
8373101,3,3
8373201,3,3
8374101,3,3
8374201,3,3
8375101,3,3
8375201,3,3
8376101,3,3
8376201,3,3
8377101,3,3
8377201,3,3
8378101,3,3
8378201,3,3
8379101,3,3
8379201,3,3
8380101,3,3
8380201,3,3
8381101,3,3
8381201,3,3
8382101,3,3
8382201,3,3
8383101,3,3
8383201,3,3
8384101,3,3
8384201,3,3
8385101,3,3
8385201,3,3
8386101,3,3
8386201,3,3
8387101,3,3
8387102,3,3
8387201,3,3
8388000,8,7-8
8389000,4,4
8392000,8,7-8
8393001,8,7-8
8394000,8,7-8
8395000,8,7-8
8396001,8,7-8
8398000,4,4
8399000,4,4
8400000,4,4
8401000,4,4
8402000,4,4
8403000,8,7-8
8404000,8,7-8
8405000,8,7-8
8406000,8,7-8
8407000,8,7-8
8408000,8,7-8
8409000,8,7-8
8410000,8,7-8
8411000,8,7-8
8412000,8,7-8
8413000,8,7-8
8415000,8,7-8
8416000,4,4
8417000,4,4
8418000,4,4
8419000,4,4
8421000,2,2
8422000,4,4
8423000,4,4
8424000,4,4
8425000,4,4
8428000,8,7-8
8429000,4,4
8431000,20,17-20
8432000,8,7-8
8453101,2,2
8453201,2,2
8454101,2,2
8454201,2,2
8455101,2,2
8455201,2,2
8456101,2,2
8456201,2,2
8457101,4,4
8457201,2,2
8458101,8,7-8
8458201,4,4
8459101,8,7-8
8459201,4,4
8460101,8,7-8
8460201,4,4
8461101,8,7-8
8461201,4,4
8462101,8,7-8
8462201,4,4
8463101,8,7-8
8463201,4,4
8464101,8,7-8
8464201,4,4
8465101,4,4
8465201,2,2
8466000,4,4
8467000,6,6
8468000,4,4
8469000,4,4
8470000,8,7-8
8471000,8,7-8
8472000,8,7-8
8473000,8,7-8
8474000,8,7-8
8475000,8,7-8
8476000,8,7-8
8477000,8,7-8
8478000,8,7-8
8483000,8,7-8
8484000,8,7-8
8485000,8,7-8
8486000,8,7-8
8487000,4,4
8488000,4,4
8489000,4,4
8500000,4,4
8501000,4,4
8502000,4,4
8503000,8,7-8
8504000,8,7-8
8505000,8,7-8
8506000,8,7-8
8507000,8,7-8
8508000,6,6
8509000,6,6
8510000,6,6
8511000,6,6
8512001,6,6
8512002,6,6
8513000,6,6
8514000,6,6
8515000,6,6
8516000,4,4
8517000,4,4
8518000,4,4
8519000,4,4
8520000,5,5
8521000,5,5
8522000,5,5
8523000,5,5
8524000,5,5
8527000,4,4
8529000,4,4
8530000,4,4
8531000,8,7-8
8536000,2,2
8537000,4,4
8538000,4,4
8539000,4,4
8540000,4,4
8542000,4,4
8543000,2,2
8544000,4,4
8546000,4,4
8549000,8,7-8
8550000,8,7-8
8552000,4,4
8553000,4,4
8554000,8,7-8
8555000,8,7-8
8556000,8,7-8
8557000,8,7-8
8558000,8,7-8
8559000,8,7-8
8560000,8,7-8
8561000,8,7-8
8562000,2,2
8563000,4,4
8564000,4,4
8565000,4,4
8566000,4,4
8567000,4,4
8568000,4,4
8569000,4,4
8570000,4,4
8571000,4,4
8572000,4,4
8573000,4,4
8574000,4,4
8577000,6,6
8578000,6,6
8579000,6,6
8580000,6,6
8581000,6,6
8582000,6,6
8583000,6,6
8584000,2,2
8585000,2,2
8588000,8,7-8
8589000,4,4
8593000,8,7-8
8594000,8,7-8
8595000,8,7-8
8596000,4,4
8597000,8,7-8
8598000,8,7-8
8599000,4,4
8600000,8,7-8
8601000,8,7-8
8602000,8,7-8
8603000,8,7-8
8604000,8,7-8
8605000,8,7-8
8606000,8,7-8
8607000,8,7-8
8608000,8,7-8
8609000,8,7-8
8610000,8,7-8
8611000,8,7-8
8612000,8,7-8
8613000,8,7-8
8614000,4,4
8615000,4,4
8616101,2,2
8616102,2,2
8616201,2,2
8617000,4,4
8618000,4,4
8619101,2,2
8619201,2,2
8619202,2,2
8620000,4,4
8621000,4,4
8622000,4,4
8623000,6,6
8624000,6,6
8625000,20,17-20
8626000,20,17-20
8627000,20,17-20
8628000,20,17-20
8629000,20,17-20
8630000,8,7-8
8631000,8,7-8
8632000,4,4
8633000,4,4
8635000,4,4
8636000,4,4
8637000,4,4
8638000,4,4
8639000,4,4
8640101,2,2
8640201,2,2
8641000,4,4
8646000,4,4
8647000,4,4
8648000,4,4
8649000,4,4
8650000,4,4
8651000,4,4
8652000,4,4
8653000,4,4
8654000,4,4
8661000,4,4
8662000,4,4
8663000,4,4
8665101,4,4
8665201,4,4
8666101,4,4
8666201,4,4
8667101,4,4
8667201,4,4
8668101,4,4
8668201,4,4
8669101,4,4
8669102,4,4
8669201,4,4
8670101,4,4
8670201,4,4
8671101,4,4
8671102,4,4
8671201,4,4
8671202,4,4
8671203,4,4
8671204,4,4
8672101,12,9-12
8672201,12,9-12
8673101,12,9-12
8673201,12,9-12
8674101,12,9-12
8674201,12,9-12
8675101,12,9-12
8675201,12,9-12
8677000,4,4
8678000,2,2
8679000,4,4
8680000,4,4
8681000,4,4
8682000,6,6
8683000,4,4
8684000,4,4
8687000,4,4
8688000,4,4
8699000,4,4
8700000,8,7-8
8701000,6,6
8702101,2,2
8702201,2,2
8703101,2,2
8703201,2,2
8703202,2,2
8704101,2,2
8704201,2,2
8705101,2,2
8705201,2,2
8706101,2,2
8706201,2,2
8707101,2,2
8707201,2,2
8708101,2,2
8708201,2,2
8709101,2,2
8709201,2,2
8709202,2,2
8712000,8,7-8
8713000,8,7-8
8714000,8,7-8
8715000,8,7-8
8716000,8,7-8
8716001,8,7-8
8716002,8,7-8
8717000,8,7-8
8718000,8,7-8
8719000,8,7-8
8720000,8,7-8
8721000,8,7-8
8722000,8,7-8
8723000,8,7-8
8724000,8,7-8
8725000,8,7-8
8726000,8,7-8
8728000,8,7-8
8729000,8,7-8
8730000,8,7-8
8731000,8,7-8
8732000,8,7-8
8733000,8,7-8
8734000,8,7-8
8735000,8,7-8
8737101,32,29-36
8737102,32,29-36
8737201,32,29-36
8738101,32,29-36
8738201,32,29-36
8739101,52,37+
8739201,52,37+
